poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,methodology,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,ranked_choice_round,party,answer,candidate_id,candidate_name,pct
82710,1726,Premise,"","",Premise,709,Premise,B/C,Online,,4/27/23,5/1/23,,"",,172595,2044,a,,a,,5/2/23 10:21,"",https://projects.fivethirtyeight.com/polls/20230502_US_Premise.pdf,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Biden,19368,Joe Biden,37.0
82710,1726,Premise,"","",Premise,709,Premise,B/C,Online,,4/27/23,5/1/23,,"",,172595,2044,a,,a,,5/2/23 10:21,"",https://projects.fivethirtyeight.com/polls/20230502_US_Premise.pdf,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,REP,Trump,16651,Donald Trump,45.0
82710,1726,Premise,"","",Premise,709,Premise,B/C,Online,,4/27/23,5/1/23,,"",,172596,1577,rv,,rv,,5/2/23 10:21,"",https://projects.fivethirtyeight.com/polls/20230502_US_Premise.pdf,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Biden,19368,Joe Biden,42.0
82710,1726,Premise,"","",Premise,709,Premise,B/C,Online,,4/27/23,5/1/23,,"",,172596,1577,rv,,rv,,5/2/23 10:21,"",https://projects.fivethirtyeight.com/polls/20230502_US_Premise.pdf,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,REP,Trump,16651,Donald Trump,45.0
82710,1726,Premise,"","",Premise,709,Premise,B/C,Online,,4/27/23,5/1/23,,"",,172597,2044,a,,a,,5/2/23 10:21,"",https://projects.fivethirtyeight.com/polls/20230502_US_Premise.pdf,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Biden,19368,Joe Biden,35.0
82710,1726,Premise,"","",Premise,709,Premise,B/C,Online,,4/27/23,5/1/23,,"",,172597,2044,a,,a,,5/2/23 10:21,"",https://projects.fivethirtyeight.com/polls/20230502_US_Premise.pdf,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,REP,DeSantis,16646,Ron DeSantis,34.0
82710,1726,Premise,"","",Premise,709,Premise,B/C,Online,,4/27/23,5/1/23,,"",,172598,1577,rv,,rv,,5/2/23 10:21,"",https://projects.fivethirtyeight.com/polls/20230502_US_Premise.pdf,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Biden,19368,Joe Biden,40.0
82710,1726,Premise,"","",Premise,709,Premise,B/C,Online,,4/27/23,5/1/23,,"",,172598,1577,rv,,rv,,5/2/23 10:21,"",https://projects.fivethirtyeight.com/polls/20230502_US_Premise.pdf,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,REP,DeSantis,16646,Ron DeSantis,35.0
82712,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online,,4/28/23,4/30/23,,"",,172606,6000,rv,,rv,TRUE,5/2/23 14:04,"",https://morningconsult.com/2024-gop-primary-election-tracker/,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Biden,19368,Joe Biden,44.0
82712,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online,,4/28/23,4/30/23,,"",,172606,6000,rv,,rv,TRUE,5/2/23 14:04,"",https://morningconsult.com/2024-gop-primary-election-tracker/,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,REP,Trump,16651,Donald Trump,42.0
82712,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online,,4/28/23,4/30/23,,"",,172607,6000,rv,,rv,TRUE,5/2/23 14:04,"",https://morningconsult.com/2024-gop-primary-election-tracker/,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Biden,19368,Joe Biden,43.0
82712,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online,,4/28/23,4/30/23,,"",,172607,6000,rv,,rv,TRUE,5/2/23 14:04,"",https://morningconsult.com/2024-gop-primary-election-tracker/,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,REP,DeSantis,16646,Ron DeSantis,41.0
82705,1302,Echelon Insights,"","",Echelon Insights,407,Echelon Insights,A/B,Online,,4/25/23,4/27/23,,"",,172553,1012,lv,,lv,,5/1/23 20:42,"",https://echeloninsights.com/in-the-news/april-2023-omnibus/,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Biden,19368,Joe Biden,47.0
82705,1302,Echelon Insights,"","",Echelon Insights,407,Echelon Insights,A/B,Online,,4/25/23,4/27/23,,"",,172553,1012,lv,,lv,,5/1/23 20:42,"",https://echeloninsights.com/in-the-news/april-2023-omnibus/,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,REP,Trump,16651,Donald Trump,42.0
82705,1302,Echelon Insights,"","",Echelon Insights,407,Echelon Insights,A/B,Online,,4/25/23,4/27/23,,"",,172554,1012,lv,,lv,,5/1/23 20:42,"",https://echeloninsights.com/in-the-news/april-2023-omnibus/,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Biden,19368,Joe Biden,45.0
82705,1302,Echelon Insights,"","",Echelon Insights,407,Echelon Insights,A/B,Online,,4/25/23,4/27/23,,"",,172554,1012,lv,,lv,,5/1/23 20:42,"",https://echeloninsights.com/in-the-news/april-2023-omnibus/,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,REP,DeSantis,16646,Ron DeSantis,42.0
82708,379,POS,"","",Public Opinion Strategies,260,Public Opinion Strategies,B+,Live Phone,Georgia,4/25/23,4/27/23,,"",,172576,500,rv,,rv,,5/2/23 09:46,"",https://www.ajc.com/politics/politics-blog/the-jolt-poll-shows-desantis-fares-better-than-trump-against-biden-in-georgia/UPTC6NF66NCGBOPFGJRWX2NQXY/,"",false,,8781,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Biden,19368,Joe Biden,42.0
82708,379,POS,"","",Public Opinion Strategies,260,Public Opinion Strategies,B+,Live Phone,Georgia,4/25/23,4/27/23,,"",,172576,500,rv,,rv,,5/2/23 09:46,"",https://www.ajc.com/politics/politics-blog/the-jolt-poll-shows-desantis-fares-better-than-trump-against-biden-in-georgia/UPTC6NF66NCGBOPFGJRWX2NQXY/,"",false,,8781,2024,U.S. President,0,,11/5/24,general,false,false,,REP,DeSantis,16646,Ron DeSantis,47.0
82708,379,POS,"","",Public Opinion Strategies,260,Public Opinion Strategies,B+,Live Phone,Georgia,4/25/23,4/27/23,,"",,172577,500,rv,,rv,,5/2/23 09:46,"",https://www.ajc.com/politics/politics-blog/the-jolt-poll-shows-desantis-fares-better-than-trump-against-biden-in-georgia/UPTC6NF66NCGBOPFGJRWX2NQXY/,"",false,,8781,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Biden,19368,Joe Biden,44.0
82708,379,POS,"","",Public Opinion Strategies,260,Public Opinion Strategies,B+,Live Phone,Georgia,4/25/23,4/27/23,,"",,172577,500,rv,,rv,,5/2/23 09:46,"",https://www.ajc.com/politics/politics-blog/the-jolt-poll-shows-desantis-fares-better-than-trump-against-biden-in-georgia/UPTC6NF66NCGBOPFGJRWX2NQXY/,"",false,,8781,2024,U.S. President,0,,11/5/24,general,false,false,,REP,Trump,16651,Donald Trump,43.0
82704,294,McLaughlin,"","",McLaughlin & Associates,203,McLaughlin & Associates,C/D,Online,,4/24/23,4/27/23,,"",,172548,1000,lv,,lv,,5/1/23 17:05,"",https://mclaughlinonline.com/pols/wp-content/uploads/2023/05/National-April-Presentation-1-RELEASE-04-28-23.pdf,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Biden,19368,Joe Biden,43.0
82704,294,McLaughlin,"","",McLaughlin & Associates,203,McLaughlin & Associates,C/D,Online,,4/24/23,4/27/23,,"",,172548,1000,lv,,lv,,5/1/23 17:05,"",https://mclaughlinonline.com/pols/wp-content/uploads/2023/05/National-April-Presentation-1-RELEASE-04-28-23.pdf,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,REP,Trump,16651,Donald Trump,47.0
82707,1800,Noble Predictive Insights,944,The Nevada Independent,Noble Predictive Insights,235,Noble Predictive Insights,B/C,Online,Nevada,4/18/23,4/26/23,,"",,172568,613,rv,,rv,,5/2/23 09:09,"",https://thenevadaindependent.com/article/biden-winning-hypothetical-matchups-against-trump-desantis-in-nevada,"",false,,8857,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Biden,19368,Joe Biden,43.0
82707,1800,Noble Predictive Insights,944,The Nevada Independent,Noble Predictive Insights,235,Noble Predictive Insights,B/C,Online,Nevada,4/18/23,4/26/23,,"",,172568,613,rv,,rv,,5/2/23 09:09,"",https://thenevadaindependent.com/article/biden-winning-hypothetical-matchups-against-trump-desantis-in-nevada,"",false,,8857,2024,U.S. President,0,,11/5/24,general,false,false,,REP,DeSantis,16646,Ron DeSantis,42.0
82707,1800,Noble Predictive Insights,944,The Nevada Independent,Noble Predictive Insights,235,Noble Predictive Insights,B/C,Online,Nevada,4/18/23,4/26/23,,"",,172569,613,rv,,rv,,5/2/23 09:09,"",https://thenevadaindependent.com/article/biden-winning-hypothetical-matchups-against-trump-desantis-in-nevada,"",false,,8857,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Biden,19368,Joe Biden,48.0
82707,1800,Noble Predictive Insights,944,The Nevada Independent,Noble Predictive Insights,235,Noble Predictive Insights,B/C,Online,Nevada,4/18/23,4/26/23,,"",,172569,613,rv,,rv,,5/2/23 09:09,"",https://thenevadaindependent.com/article/biden-winning-hypothetical-matchups-against-trump-desantis-in-nevada,"",false,,8857,2024,U.S. President,0,,11/5/24,general,false,false,,REP,Trump,16651,Donald Trump,40.0
82688,1102,Emerson College Polling Society,"","",Emerson College,88,Emerson College,A-,IVR/Online,,4/24/23,4/25/23,,"",,172461,1100,rv,,rv,,4/27/23 09:10,"",https://emersoncollegepolling.com/strongapril-2023-national-poll-strong-strongbiden-and-trump-on-track-for-2024-rematch-strong/,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Biden,19368,Joe Biden,43.3
82688,1102,Emerson College Polling Society,"","",Emerson College,88,Emerson College,A-,IVR/Online,,4/24/23,4/25/23,,"",,172461,1100,rv,,rv,,4/27/23 09:10,"",https://emersoncollegepolling.com/strongapril-2023-national-poll-strong-strongbiden-and-trump-on-track-for-2024-rematch-strong/,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,REP,Trump,16651,Donald Trump,41.1
82688,1102,Emerson College Polling Society,"","",Emerson College,88,Emerson College,A-,IVR/Online,,4/24/23,4/25/23,,"",,172462,1100,rv,,rv,,4/27/23 09:10,"",https://emersoncollegepolling.com/strongapril-2023-national-poll-strong-strongbiden-and-trump-on-track-for-2024-rematch-strong/,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Biden,19368,Joe Biden,42.9
82688,1102,Emerson College Polling Society,"","",Emerson College,88,Emerson College,A-,IVR/Online,,4/24/23,4/25/23,,"",,172462,1100,rv,,rv,,4/27/23 09:10,"",https://emersoncollegepolling.com/strongapril-2023-national-poll-strong-strongbiden-and-trump-on-track-for-2024-rematch-strong/,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,REP,DeSantis,16646,Ron DeSantis,37.2
82701,1562,Redfield & Wilton Strategies,"","",Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,B/C,Online,,4/24/23,4/24/23,,"",,172526,1500,rv,,rv,,4/28/23 15:59,"",https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-24-april-2023/,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Biden,19368,Joe Biden,42.0
82701,1562,Redfield & Wilton Strategies,"","",Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,B/C,Online,,4/24/23,4/24/23,,"",,172526,1500,rv,,rv,,4/28/23 15:59,"",https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-24-april-2023/,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,REP,Trump,16651,Donald Trump,40.0
82701,1562,Redfield & Wilton Strategies,"","",Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,B/C,Online,,4/24/23,4/24/23,,"",,172527,1500,rv,,rv,,4/28/23 15:59,"",https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-24-april-2023/,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Biden,19368,Joe Biden,44.0
82701,1562,Redfield & Wilton Strategies,"","",Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,B/C,Online,,4/24/23,4/24/23,,"",,172527,1500,rv,,rv,,4/28/23 15:59,"",https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-24-april-2023/,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,REP,DeSantis,16646,Ron DeSantis,33.0
82701,1562,Redfield & Wilton Strategies,"","",Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,B/C,Online,,4/24/23,4/24/23,,"",,172528,1500,rv,,rv,,4/28/23 15:59,"",https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-24-april-2023/,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Harris,16661,Kamala Harris,36.0
82701,1562,Redfield & Wilton Strategies,"","",Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,B/C,Online,,4/24/23,4/24/23,,"",,172528,1500,rv,,rv,,4/28/23 15:59,"",https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-24-april-2023/,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,REP,Trump,16651,Donald Trump,41.0
82701,1562,Redfield & Wilton Strategies,"","",Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,B/C,Online,,4/24/23,4/24/23,,"",,172529,1257,lv,,lv,,4/28/23 15:59,"",https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-24-april-2023/,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Biden,19368,Joe Biden,45.0
82701,1562,Redfield & Wilton Strategies,"","",Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,B/C,Online,,4/24/23,4/24/23,,"",,172529,1257,lv,,lv,,4/28/23 15:59,"",https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-24-april-2023/,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,REP,Trump,16651,Donald Trump,44.0
82701,1562,Redfield & Wilton Strategies,"","",Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,B/C,Online,,4/24/23,4/24/23,,"",,172530,1257,lv,,lv,,4/28/23 15:59,"",https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-24-april-2023/,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Biden,19368,Joe Biden,47.0
82701,1562,Redfield & Wilton Strategies,"","",Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,B/C,Online,,4/24/23,4/24/23,,"",,172530,1257,lv,,lv,,4/28/23 15:59,"",https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-24-april-2023/,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,REP,DeSantis,16646,Ron DeSantis,37.0
82701,1562,Redfield & Wilton Strategies,"","",Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,B/C,Online,,4/24/23,4/24/23,,"",,172531,1257,lv,,lv,,4/28/23 15:59,"",https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-24-april-2023/,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Harris,16661,Kamala Harris,39.0
82701,1562,Redfield & Wilton Strategies,"","",Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,B/C,Online,,4/24/23,4/24/23,,"",,172531,1257,lv,,lv,,4/28/23 15:59,"",https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-24-april-2023/,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,REP,Trump,16651,Donald Trump,45.0
82663,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,Online,,4/21/23,4/24/23,,"",,172273,,rv,,rv,,4/25/23 08:59,"",https://www.reuters.com/world/us/voters-say-neither-biden-nor-trump-should-run-2024-reutersipsos-2023-04-25/,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Biden,19368,Joe Biden,43.0
82663,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,Online,,4/21/23,4/24/23,,"",,172273,,rv,,rv,,4/25/23 08:59,"",https://www.reuters.com/world/us/voters-say-neither-biden-nor-trump-should-run-2024-reutersipsos-2023-04-25/,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,REP,Trump,16651,Donald Trump,38.0
82663,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,Online,,4/21/23,4/24/23,,"",,172274,,rv,,rv,,4/25/23 08:59,"",https://www.reuters.com/world/us/voters-say-neither-biden-nor-trump-should-run-2024-reutersipsos-2023-04-25/,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Biden,19368,Joe Biden,43.0
82663,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,Online,,4/21/23,4/24/23,,"",,172274,,rv,,rv,,4/25/23 08:59,"",https://www.reuters.com/world/us/voters-say-neither-biden-nor-trump-should-run-2024-reutersipsos-2023-04-25/,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,REP,DeSantis,16646,Ron DeSantis,34.0
82663,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,Online,,4/21/23,4/24/23,,"",,172343,1005,a,,a,,4/25/23 15:23,"",https://www.ipsos.com/en-us/desantis-trails-far-behind-trump-republican-support-2024-presidential-nomination,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Biden,19368,Joe Biden,38.0
82663,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,Online,,4/21/23,4/24/23,,"",,172343,1005,a,,a,,4/25/23 15:23,"",https://www.ipsos.com/en-us/desantis-trails-far-behind-trump-republican-support-2024-presidential-nomination,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,REP,Trump,16651,Donald Trump,36.0
82663,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,Online,,4/21/23,4/24/23,,"",,172344,1005,a,,a,,4/25/23 15:23,"",https://www.ipsos.com/en-us/desantis-trails-far-behind-trump-republican-support-2024-presidential-nomination,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Biden,19368,Joe Biden,38.0
82663,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,Online,,4/21/23,4/24/23,,"",,172344,1005,a,,a,,4/25/23 15:23,"",https://www.ipsos.com/en-us/desantis-trails-far-behind-trump-republican-support-2024-presidential-nomination,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,REP,DeSantis,16646,Ron DeSantis,30.0
82663,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,Online,,4/21/23,4/24/23,,"",,172345,1005,a,,a,,4/25/23 15:23,"",https://www.ipsos.com/en-us/desantis-trails-far-behind-trump-republican-support-2024-presidential-nomination,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Biden,19368,Joe Biden,38.0
82663,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,Online,,4/21/23,4/24/23,,"",,172345,1005,a,,a,,4/25/23 15:23,"",https://www.ipsos.com/en-us/desantis-trails-far-behind-trump-republican-support-2024-presidential-nomination,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,REP,DeSantis,16646,Ron DeSantis,19.0
82663,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,Online,,4/21/23,4/24/23,,"",,172345,1005,a,,a,,4/25/23 15:23,"",https://www.ipsos.com/en-us/desantis-trails-far-behind-trump-republican-support-2024-presidential-nomination,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,IND,Trump,30739,Donald Trump,22.0
82662,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online,,4/21/23,4/23/23,,"",,172271,6000,rv,,rv,TRUE,4/25/23 08:58,"",https://morningconsult.com/2024-gop-primary-election-tracker/,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Biden,19368,Joe Biden,43.0
82662,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online,,4/21/23,4/23/23,,"",,172271,6000,rv,,rv,TRUE,4/25/23 08:58,"",https://morningconsult.com/2024-gop-primary-election-tracker/,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,REP,Trump,16651,Donald Trump,42.0
82662,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online,,4/21/23,4/23/23,,"",,172272,6000,rv,,rv,TRUE,4/25/23 08:58,"",https://morningconsult.com/2024-gop-primary-election-tracker/,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Biden,19368,Joe Biden,44.0
82662,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B-,Online,,4/21/23,4/23/23,,"",,172272,6000,rv,,rv,TRUE,4/25/23 08:58,"",https://morningconsult.com/2024-gop-primary-election-tracker/,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,REP,DeSantis,16646,Ron DeSantis,40.0
82677,1709,Big Village,"","",Big Village,37,Big Village,B-,Online,,4/19/23,4/23/23,,"",,172311,2019,a,,a,,4/25/23 10:36,"",https://s3.amazonaws.com/cdn.big-village.com/big-village/2023/04/Big-Village-Political-Poll-04.24.2023.pdf,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Biden,19368,Joe Biden,38.2
82677,1709,Big Village,"","",Big Village,37,Big Village,B-,Online,,4/19/23,4/23/23,,"",,172311,2019,a,,a,,4/25/23 10:36,"",https://s3.amazonaws.com/cdn.big-village.com/big-village/2023/04/Big-Village-Political-Poll-04.24.2023.pdf,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,REP,Trump,16651,Donald Trump,41.9
82677,1709,Big Village,"","",Big Village,37,Big Village,B-,Online,,4/19/23,4/23/23,,"",,172312,1619,rv,,rv,,4/25/23 10:36,"",https://s3.amazonaws.com/cdn.big-village.com/big-village/2023/04/Big-Village-Political-Poll-04.24.2023.pdf,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Biden,19368,Joe Biden,42.8
82677,1709,Big Village,"","",Big Village,37,Big Village,B-,Online,,4/19/23,4/23/23,,"",,172312,1619,rv,,rv,,4/25/23 10:36,"",https://s3.amazonaws.com/cdn.big-village.com/big-village/2023/04/Big-Village-Political-Poll-04.24.2023.pdf,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,REP,Trump,16651,Donald Trump,43.4
82677,1709,Big Village,"","",Big Village,37,Big Village,B-,Online,,4/19/23,4/23/23,,"",,172313,2019,a,,a,,4/25/23 10:36,"",https://s3.amazonaws.com/cdn.big-village.com/big-village/2023/04/Big-Village-Political-Poll-04.24.2023.pdf,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Biden,19368,Joe Biden,38.2
